Reach_ID,Node_ID,Time (dd-mm-yyyy),Q (m^3/s daily),Qu (m),D (m),Du (m),V (m/s),Vu (m/s)
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
